usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
5,Apartment,Private room,Private,strict,Real Bed,Hackney,36,NA,2,1,73,3,1,0.14,4,4,1,636,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,36,Hackney,strict,Private room,Apartment,3.58351893845611,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,6.455198563340122,41.66958849214838,268.9854677694903,404496,257259456,4.290459441148391,3
10,Apartment,Private room,Private,strict,Real Bed,Hackney,25,100,2,1,87,4,2,0.39,10,4,1,303,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,25,Hackney,strict,Private room,Apartment,3.2188758248682006,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,5.713732805509369,32.646742572753965,186.53476403096366,91809,27818127,4.465908118654584,3
NA,Apartment,Private room,Private,strict,Real Bed,Hackney,35,NA,1,1,100,2,1,0.16,0,1,1,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,Hackney,strict,Private room,Apartment,3.5553480614894135,1,0,0,0,1,1.0986122886681098,1,5.948034989180646,35.3791202325172,210.43624502944124,146689,56181887,4.605170185988092,1
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,42,0,2,2,93,6,1,0.2,0,7,1,920,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42,Hackney,flexible,Private room,Apartment,3.7376696182833684,4,0.6931471805599453,0.4804530139182014,0,2,1.9459101490553132,1,6.824373670043086,46.57207598837734,317.8252491343282,846400,778688000,4.532599493153256,3
50,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80,100,6,1.5,100,6,6,0.42,25,5,3,431,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,80,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,1.9459101490553132,1,6.066108090103747,36.79766736082213,223.21862767442977,185761,80062991,4.605170185988092,3
15,Apartment,Private room,Private,strict,Real Bed,Hackney,33,100,2,2,80,5,1,1,0,2,1,149,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,33,Hackney,strict,Private room,Apartment,3.4965075614664802,4,0.6931471805599453,0.4804530139182014,0,2,1.791759469228055,1,5.003946305945459,25.039478632785208,125.2962066073258,22201,3307949,4.382026634673881,2
NA,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,50,5,1.5,80,2,1,0.28,0,3,6,212,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,100,Hackney,strict,Entire home/apt,House,4.605170185988092,25,1.6094379124341003,2.5902903939802346,1.791759469228055,1,1.0986122886681098,1,5.356586274672012,28.693016518004587,153.6966184592807,44944,9528128,4.382026634673881,3
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,67,3,1,98,24,1,0.4,0,7,1,1813,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,9,1.0986122886681098,1.206948960812582,0,1,3.2188758248682006,1,7.502738210754851,56.2910806591209,422.3372417858697,3286969,5959274797,4.584967478670572,3
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,200,100,5,1.5,NA,0,1,NA,0,7,3,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,200,Hackney,strict,Entire home/apt,Apartment,5.298317366548036,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,3
10,Apartment,Private room,Private,strict,Real Bed,Hackney,26,100,2,1,94,39,1,3.37,0,3,1,346,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,26,Hackney,strict,Private room,Apartment,3.258096538021482,4,0.6931471805599453,0.4804530139182014,0,1,3.6888794541139363,1,5.846438775057725,34.18084635049847,199.83622546784457,119716,41421736,4.543294782270004,3
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,7,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,30,Hackney,moderate,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
14,Apartment,Private room,Private,moderate,Real Bed,Hackney,35,100,3,1.5,88,20,1,1.11,15,2,1,539,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,Hackney,moderate,Private room,Apartment,3.5553480614894135,9,1.0986122886681098,1.206948960812582,0,1,3.044522437723423,1,6.289715570908998,39.5605219629351,248.82443098356026,290521,156590819,4.477336814478207,2
35,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,100,3,1.5,89,16,1,1.86,10,1,1,257,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,75,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,9,1.0986122886681098,1.206948960812582,0,1,2.833213344056216,1,5.54907608489522,30.792245395956062,170.86851252692475,66049,16974593,4.48863636973214,1
7,Apartment,Private room,Private,flexible,Real Bed,Hackney,80,100,2,1,100,2,1,0.32,0,2,1,186,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,flexible,Private room,Apartment,4.382026634673881,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,5.225746673713202,27.30842829782459,142.70692834169233,34596,6434856,4.605170185988092,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,100,2,1.5,NA,0,1,NA,0,1,1,NA,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,40,Hackney,flexible,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
25,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,103,90,3,1,96,54,3,3.07,50,3,2,527,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,103,Hackney,moderate,Entire home/apt,Apartment,4.634728988229636,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,4.007333185232471,2,6.267200548541362,39.27780271563715,246.16186672494058,277729,146363183,4.564348191467836,3
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,74,99,2,1,84,5,1,5,0,1,1,13,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,74,Hackney,strict,Entire home/apt,Apartment,4.30406509320417,4,0.6931471805599453,0.4804530139182014,0,1,1.791759469228055,1,2.5649493574615367,6.5789652063423505,16.874712578769618,169,2197,4.430816798843313,1
20,Apartment,Private room,Private,strict,Real Bed,Hackney,42,100,1,1,90,5,1,0.19,0,4,1,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42,Hackney,strict,Private room,Apartment,3.7376696182833684,1,0,0,0,1,1.791759469228055,1,6.678342114654332,44.600253400365695,297.8557506079173,632025,502459875,4.499809670330265,3
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,65,100,2,1,90,4,1,0.23,0,1,1,524,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,65,Hackney,flexible,Private room,Apartment,4.174387269895637,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,6.261491684321042,39.20627811282156,245.48978437661026,274576,143877824,4.499809670330265,1
NA,Apartment,Private room,Private,strict,Real Bed,Hackney,30,100,1,1,90,12,1,0.54,25,7,1,660,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,30,Hackney,strict,Private room,Apartment,3.4011973816621555,1,0,0,0,1,2.5649493574615367,1,6.492239835020471,42.14917807542663,273.6425729146563,435600,287496000,4.499809670330265,3
25,Apartment,Private room,Private,flexible,Real Bed,Hackney,72,100,2,1,100,21,1,0.99,30,2,1,638,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,72,Hackney,flexible,Private room,Apartment,4.276666119016055,4,0.6931471805599453,0.4804530139182014,0,1,3.091042453358316,1,6.45833828334479,41.71013338211693,269.37815122514326,407044,259694072,4.605170185988092,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,20,NA,2,1,80,1,1,0.07,0,1,1,419,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,20,Hackney,flexible,Private room,Apartment,2.995732273553991,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.037870919922137,36.4558852456414,220.11592938467672,175561,73560059,4.382026634673881,1
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35,Hackney,flexible,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
35,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,95,100,2,1,98,24,2,2.01,0,2,1,358,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,95,Hackney,flexible,Entire home/apt,Apartment,4.553876891600541,4,0.6931471805599453,0.4804530139182014,0,1,3.2188758248682006,1,5.8805329864007,34.58066820414674,203.35276006626276,128164,45882712,4.584967478670572,2
NA,House,Private room,Private,flexible,Real Bed,Hackney,39,NA,2,1,NA,1,1,0.05,10,2,1,656,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,39,Hackney,flexible,Private room,House,3.6635616461296463,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.486160788944089,42.0702817800358,272.87461206149715,430336,282300416,NA,2
NA,House,Private room,Private,flexible,Real Bed,Hackney,28,NA,1,1,100,1,1,0.06,10,3,1,540,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,28,Hackney,flexible,Private room,House,3.332204510175204,1,0,0,0,1,0.6931471805599453,1,6.29156913955832,39.583842237842624,249.04448024875583,291600,157464000,4.605170185988092,3
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,120,NA,5,1,NA,0,1,NA,0,3,2,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120,Hackney,flexible,Entire home/apt,Apartment,4.787491742782046,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,30,100,2,1,89,38,1,3.99,4,2,1,285,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,30,Hackney,moderate,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,3.6635616461296463,1,5.652489180268651,31.950633933054164,180.60061260931306,81225,23149125,4.48863636973214,2
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,70,NA,2,1,87,4,1,0.32,0,3,2,376,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,70,Hackney,moderate,Entire home/apt,Apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,1.6094379124341003,1,5.929589143389895,35.160027409407306,208.4845168081127,141376,53157376,4.465908118654584,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,33,100,1,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33,Hackney,flexible,Private room,House,3.4965075614664802,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,2
15,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,NA,1,1,60,2,1,0.11,0,3,1,530,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,40,Hackney,flexible,Private room,Apartment,3.6888794541139363,1,0,0,0,1,1.0986122886681098,1,6.272877006546167,39.348985939255606,246.83134912926494,280900,148877000,4.0943445622221,3
45,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,200,100,4,2,95,114,1,2.5,0,2,2,1365,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,200,Hackney,moderate,Entire home/apt,Apartment,5.298317366548036,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,4.74493212836325,2,7.21890970761906,52.11265736675671,376.1965681547059,1863225,2543302125,4.553876891600541,2
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,79,100,2,1,93,19,1,0.45,0,6,1,1265,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,79,Hackney,moderate,Private room,Apartment,4.3694478524670215,4,0.6931471805599453,0.4804530139182014,0,1,2.995732273553991,1,7.142827401161621,51.019983282785276,364.4269345990865,1600225,2024284625,4.532599493153256,3
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80,NA,4,1,92,5,1,0.69,0,3,2,216,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,strict,Entire home/apt,Apartment,4.382026634673881,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.791759469228055,1,5.375278407684165,28.893617960115616,155.31124074088487,46656,10077696,4.5217885770490405,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,50,88,2,6,NA,0,1,NA,0,1,16,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,50,Hackney,flexible,Private room,House,3.912023005428146,4,0.6931471805599453,0.4804530139182014,2.772588722239781,2,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,95,70,3,1,94,29,1,2.35,15,1,1,370,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,95,Hackney,moderate,Entire home/apt,Apartment,4.553876891600541,9,1.0986122886681098,1.206948960812582,0,1,3.4011973816621555,1,5.91350300563827,34.96951779769285,206.79234860237764,136900,50653000,4.543294782270004,1
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,100,3,1,0.17,0,2,1,518,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,50,Hackney,flexible,Private room,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,6.249975242259483,39.06219052885648,244.13772371377584,268324,138991832,4.605170185988092,2
12,Apartment,Shared room,Shared,flexible,Real Bed,Hackney,45,NA,2,1,100,1,1,0.05,20,1,1,563,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45,Hackney,flexible,Shared room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.333279628139691,40.11043084820922,254.03057456686923,316969,178453547,4.605170185988092,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,30,100,2,1,98,33,1,3.64,10,2,1,271,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,30,Hackney,flexible,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,3.5263605246161616,1,5.602118820879701,31.383735283254573,175.81541409982677,73441,19902511,4.584967478670572,2
15,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,58,100,5,1,100,2,4,2,10,2,2,20,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,58,Hackney,moderate,Entire home/apt,Apartment,4.060443010546419,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,1,1.0986122886681098,1,2.995732273553991,8.974411854812963,26.884935229628727,400,8000,4.605170185988092,2
NA,House,Private room,Private,flexible,Real Bed,Hackney,50,NA,1,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,House,3.912023005428146,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,38,NA,1,2,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,Hackney,flexible,Private room,Apartment,3.6375861597263857,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,100,3,2,100,3,1,0.15,0,4,2,582,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,75,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,9,1.0986122886681098,1.206948960812582,0.6931471805599453,2,1.3862943611198906,1,6.366470447731438,40.53194596183774,258.0454361550876,338724,197137368,4.605170185988092,3
20,Apartment,Private room,Private,moderate,Real Bed,Hackney,59,80,2,1,94,32,2,0.57,10,2,1,1694,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,59,Hackney,moderate,Private room,Apartment,4.07753744390572,4,0.6931471805599453,0.4804530139182014,0,1,3.4965075614664802,1,7.434847875211999,55.27696292754438,410.9758103700258,2869636,4861163384,4.543294782270004,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,80,NA,1,1,100,2,1,0.14,0,8,1,429,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,80,Hackney,flexible,Private room,Apartment,4.382026634673881,1,0,0,0,1,1.0986122886681098,1,6.061456918928017,36.74125998002033,222.70556451602727,184041,78953589,4.605170185988092,3
30,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,135,NA,3,1,90,2,3,0.1,30,3,3,581,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,135,Hackney,moderate,Entire home/apt,House,4.90527477843843,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1,1.0986122886681098,1,6.364750756851911,40.51005219684697,257.8363853799922,337561,196122941,4.499809670330265,3
90,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250,100,4,2,92,46,1,3.6,0,1,2,382,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,250,Hackney,strict,Entire home/apt,Apartment,5.521460917862246,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,3.8501476017100584,1,5.945420608606575,35.34802621324378,210.15888352178501,145924,55742968,4.5217885770490405,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,100,2,1,95,154,1,2.87,10,2,1,1610,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45,Hackney,flexible,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,5.043425116919247,2,7.383989457978509,54.52330031553775,402.5994747441271,2592100,4173281000,4.553876891600541,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,0,1,1,100,1,1,0.09,0,1,1,330,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,40,Hackney,flexible,Private room,Apartment,3.6888794541139363,1,0,0,0,1,0.6931471805599453,1,5.799092654460526,33.62947561501802,195.0204450124104,108900,35937000,4.605170185988092,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,100,2,1,94,55,1,3.46,5,2,1,476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,4.02535169073515,2,6.16541785423142,38.01237731727557,234.36218979371228,226576,107850176,4.543294782270004,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,30,NA,2,2,NA,0,1,NA,10,1,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,30,Hackney,flexible,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,2,0,0,NA,NA,NA,NA,NA,NA,1
